instance_id,mechanism_label,supporting_conditions,contrasting_conditions,confidence,rationale,supporting_artifact_paths,capped_excerpts
matplotlib__matplotlib-25352,patch_shape_transfer,raw,adp;memory;no_memory,medium,Consistent with prior-context patch-shape hints aligning with the successful patch location.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-25352/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-25352/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-25352/raw|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-25352/memory,"prior_files_inspected: lib/matplotlib/figure.py|lib/matplotlib/cbook.py|test_grouper_debug.py|test_grouper_debug2.py|test_matplotlib_pickle.py|final_test.py || prior_files_edited: lib/matplotlib/cbook.py|lib/matplotlib/__init__.py || prior_test_commands: python3 ./swebench_9_15/testbed/test_grouper_debug.py 2>&1 | grep -v ""Error processing|python3 ./swebench_9_15/testbed/final_test.py 2>&1 | grep -v ""Error processing || error_failure_assertion_lines: TypeError: cannot pickle 'weakref.ReferenceType' object|Traceback (most recent call last):|AttributeError: 'NoneType' object has no attribute 'loader'|TypeError: cannot pickle 'weakref' object|FAILURE: TypeError: cannot pickle 'weakref' objec..."
matplotlib__matplotlib-25352,procedural_order_transfer,raw,adp;memory;no_memory,low,"Consistent with a prior search/read/edit procedure, but not enough to claim causality.",/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-25352/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-25352/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-25352/raw|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-25352/memory,"prior_files_inspected: lib/matplotlib/figure.py|lib/matplotlib/cbook.py|test_grouper_debug.py|test_grouper_debug2.py|test_matplotlib_pickle.py|final_test.py || prior_files_edited: lib/matplotlib/cbook.py|lib/matplotlib/__init__.py || prior_test_commands: python3 ./swebench_9_15/testbed/test_grouper_debug.py 2>&1 | grep -v ""Error processing|python3 ./swebench_9_15/testbed/final_test.py 2>&1 | grep -v ""Error processing || error_failure_assertion_lines: TypeError: cannot pickle 'weakref.ReferenceType' object|Traceback (most recent call last):|AttributeError: 'NoneType' object has no attribute 'loader'|TypeError: cannot pickle 'weakref' object|FAILURE: TypeError: cannot pickle 'weakref' objec..."
matplotlib__matplotlib-25352,raw_redundancy_helped,raw,adp;memory,low,Consistent with raw transcript redundancy preserving useful evidence for the only successful prior representation.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-25352/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-25352/raw|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-25352/memory,"prior_files_inspected: lib/matplotlib/figure.py|lib/matplotlib/cbook.py|test_grouper_debug.py|test_grouper_debug2.py|test_matplotlib_pickle.py|final_test.py || prior_files_edited: lib/matplotlib/cbook.py|lib/matplotlib/__init__.py || prior_test_commands: python3 ./swebench_9_15/testbed/test_grouper_debug.py 2>&1 | grep -v ""Error processing|python3 ./swebench_9_15/testbed/final_test.py 2>&1 | grep -v ""Error processing || error_failure_assertion_lines: TypeError: cannot pickle 'weakref.ReferenceType' object|Traceback (most recent call last):|AttributeError: 'NoneType' object has no attribute 'loader'|TypeError: cannot pickle 'weakref' object|FAILURE: TypeError: cannot pickle 'weakref' objec..."
matplotlib__matplotlib-26331,same_directory_transfer,raw,adp;memory;no_memory,medium,Consistent with prior context localizing the agent to the target directory rather than an exact same file.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-26331/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-26331/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-26331/raw|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-26331/memory,"prior_files_inspected: /home/jonasg/stuff/bugreport_mpl_toolkits_AxesGrid.py|lib/mpl_toolkits/axes_grid1/axes_grid.py|lib/mpl_toolkits/axisartist/axes_grid.py|lib/mpl_toolkits/axes_grid1/mpl_axes.py|lib/mpl_toolkits/axes_grid1/tests/test_axes_grid1.py || prior_files_edited: test_issue.py|lib/mpl_toolkits/axes_grid1/axes_grid.py|lib/matplotlib/__init__.py || prior_test_commands: pytest 5.3.4 py37_0 conda-forge|/opt/homebrew/bin/python3.11 -m pytest lib/mpl_toolkits/axes_grid1/tests/test_axes_grid1.py -v 2>&1 | head -100|ERROR: ./swebench_9_15/testbed/pytest.ini: 'minversion' requires pytest-7.0.0, actual pytest-0.1.dev493+g4964b468c|/opt/homebrew/bin/python3.11 -m pytest ./swebench_9_15/te..."
matplotlib__matplotlib-26331,localization_hint,raw,adp;memory;no_memory,medium,Consistent with prior-context localization: the winning run reached a target gold file or directory.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-26331/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-26331/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-26331/raw|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-26331/memory,"prior_files_inspected: /home/jonasg/stuff/bugreport_mpl_toolkits_AxesGrid.py|lib/mpl_toolkits/axes_grid1/axes_grid.py|lib/mpl_toolkits/axisartist/axes_grid.py|lib/mpl_toolkits/axes_grid1/mpl_axes.py|lib/mpl_toolkits/axes_grid1/tests/test_axes_grid1.py || prior_files_edited: test_issue.py|lib/mpl_toolkits/axes_grid1/axes_grid.py|lib/matplotlib/__init__.py || prior_test_commands: pytest 5.3.4 py37_0 conda-forge|/opt/homebrew/bin/python3.11 -m pytest lib/mpl_toolkits/axes_grid1/tests/test_axes_grid1.py -v 2>&1 | head -100|ERROR: ./swebench_9_15/testbed/pytest.ini: 'minversion' requires pytest-7.0.0, actual pytest-0.1.dev493+g4964b468c|/opt/homebrew/bin/python3.11 -m pytest ./swebench_9_15/te... || first_gold_file_read_step=3"
matplotlib__matplotlib-26331,test_command_transfer,raw,adp;memory;no_memory,high,Consistent with reuse of a prior-context test or reproduction command.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-26331/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-26331/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-26331/raw|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-26331/memory,"prior_files_inspected: /home/jonasg/stuff/bugreport_mpl_toolkits_AxesGrid.py|lib/mpl_toolkits/axes_grid1/axes_grid.py|lib/mpl_toolkits/axisartist/axes_grid.py|lib/mpl_toolkits/axes_grid1/mpl_axes.py|lib/mpl_toolkits/axes_grid1/tests/test_axes_grid1.py || prior_files_edited: test_issue.py|lib/mpl_toolkits/axes_grid1/axes_grid.py|lib/matplotlib/__init__.py || prior_test_commands: pytest 5.3.4 py37_0 conda-forge|/opt/homebrew/bin/python3.11 -m pytest lib/mpl_toolkits/axes_grid1/tests/test_axes_grid1.py -v 2>&1 | head -100|ERROR: ./swebench_9_15/testbed/pytest.ini: 'minversion' requires pytest-7.0.0, actual pytest-0.1.dev493+g4964b468c|/opt/homebrew/bin/python3.11 -m pytest ./swebench_9_15/te... || run_tests=cd /testbed && python3 -m pytest lib/mpl_toolkits/axes_grid1/tests/test_axes_grid1.py::test_rgb_axes -xvs 2>&1|cd /testbed && python3 -m pytest lib/mpl_toolkits/axes_grid1/tests/test_..."
matplotlib__matplotlib-26331,failure_signature_transfer,raw,adp;memory;no_memory,medium,Consistent with the run observing a failure signature that overlaps prior or target issue evidence.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-26331/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-26331/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-26331/raw|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-26331/memory,"prior_files_inspected: /home/jonasg/stuff/bugreport_mpl_toolkits_AxesGrid.py|lib/mpl_toolkits/axes_grid1/axes_grid.py|lib/mpl_toolkits/axisartist/axes_grid.py|lib/mpl_toolkits/axes_grid1/mpl_axes.py|lib/mpl_toolkits/axes_grid1/tests/test_axes_grid1.py || prior_files_edited: test_issue.py|lib/mpl_toolkits/axes_grid1/axes_grid.py|lib/matplotlib/__init__.py || prior_test_commands: pytest 5.3.4 py37_0 conda-forge|/opt/homebrew/bin/python3.11 -m pytest lib/mpl_toolkits/axes_grid1/tests/test_axes_grid1.py -v 2>&1 | head -100|ERROR: ./swebench_9_15/testbed/pytest.ini: 'minversion' requires pytest-7.0.0, actual pytest-0.1.dev493+g4964b468c|/opt/homebrew/bin/python3.11 -m pytest ./swebench_9_15/te... || run_failures=48 except AttributeError: | 133 raise ValueError(|36 raise ValueError(""Unsupported slice"") | 70 raise ValueError(|284 ((1, 1), None, TypeError, ""Incorrect rect format""), | 285 (111..."
matplotlib__matplotlib-26331,patch_shape_transfer,raw,adp;memory;no_memory,medium,Consistent with prior-context patch-shape hints aligning with the successful patch location.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-26331/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-26331/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-26331/raw|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-26331/memory,"prior_files_inspected: /home/jonasg/stuff/bugreport_mpl_toolkits_AxesGrid.py|lib/mpl_toolkits/axes_grid1/axes_grid.py|lib/mpl_toolkits/axisartist/axes_grid.py|lib/mpl_toolkits/axes_grid1/mpl_axes.py|lib/mpl_toolkits/axes_grid1/tests/test_axes_grid1.py || prior_files_edited: test_issue.py|lib/mpl_toolkits/axes_grid1/axes_grid.py|lib/matplotlib/__init__.py || prior_test_commands: pytest 5.3.4 py37_0 conda-forge|/opt/homebrew/bin/python3.11 -m pytest lib/mpl_toolkits/axes_grid1/tests/test_axes_grid1.py -v 2>&1 | head -100|ERROR: ./swebench_9_15/testbed/pytest.ini: 'minversion' requires pytest-7.0.0, actual pytest-0.1.dev493+g4964b468c|/opt/homebrew/bin/python3.11 -m pytest ./swebench_9_15/te..."
matplotlib__matplotlib-26331,procedural_order_transfer,raw,adp;memory;no_memory,low,"Consistent with a prior search/read/edit procedure, but not enough to claim causality.",/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-26331/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-26331/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-26331/raw|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-26331/memory,"prior_files_inspected: /home/jonasg/stuff/bugreport_mpl_toolkits_AxesGrid.py|lib/mpl_toolkits/axes_grid1/axes_grid.py|lib/mpl_toolkits/axisartist/axes_grid.py|lib/mpl_toolkits/axes_grid1/mpl_axes.py|lib/mpl_toolkits/axes_grid1/tests/test_axes_grid1.py || prior_files_edited: test_issue.py|lib/mpl_toolkits/axes_grid1/axes_grid.py|lib/matplotlib/__init__.py || prior_test_commands: pytest 5.3.4 py37_0 conda-forge|/opt/homebrew/bin/python3.11 -m pytest lib/mpl_toolkits/axes_grid1/tests/test_axes_grid1.py -v 2>&1 | head -100|ERROR: ./swebench_9_15/testbed/pytest.ini: 'minversion' requires pytest-7.0.0, actual pytest-0.1.dev493+g4964b468c|/opt/homebrew/bin/python3.11 -m pytest ./swebench_9_15/te..."
matplotlib__matplotlib-26331,raw_redundancy_helped,raw,adp;memory,medium,Consistent with raw transcript redundancy preserving useful evidence for the only successful prior representation.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-26331/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-26331/raw|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-26331/memory,"prior_files_inspected: /home/jonasg/stuff/bugreport_mpl_toolkits_AxesGrid.py|lib/mpl_toolkits/axes_grid1/axes_grid.py|lib/mpl_toolkits/axisartist/axes_grid.py|lib/mpl_toolkits/axes_grid1/mpl_axes.py|lib/mpl_toolkits/axes_grid1/tests/test_axes_grid1.py || prior_files_edited: test_issue.py|lib/mpl_toolkits/axes_grid1/axes_grid.py|lib/matplotlib/__init__.py || prior_test_commands: pytest 5.3.4 py37_0 conda-forge|/opt/homebrew/bin/python3.11 -m pytest lib/mpl_toolkits/axes_grid1/tests/test_axes_grid1.py -v 2>&1 | head -100|ERROR: ./swebench_9_15/testbed/pytest.ini: 'minversion' requires pytest-7.0.0, actual pytest-0.1.dev493+g4964b468c|/opt/homebrew/bin/python3.11 -m pytest ./swebench_9_15/te..."
matplotlib__matplotlib-27361,same_file_transfer,adp,raw;no_memory,high,Consistent with prior context exposing the target gold file and the successful run modifying that file.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-27361/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-27361/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-27361/raw,"prior_files_inspected: lib/mpl_toolkits/mplot3d/art3d.py|examples/shapes_and_collections/collections.py|lib/matplotlib/collections.py|lib/matplotlib/artist.py|lib/mpl_toolkits/mplot3d/axes3d.py || prior_files_edited: lib/mpl_toolkits/mplot3d/art3d.py|test_comprehensive.py || error_failure_assertion_lines: It fails on the last line with the following traceback:|AttributeError Traceback (most recent call last)|AttributeError: 'Poly3DCollection' object has no attribute '_facecolors2d'|No matches found|print(f""AttributeError: {e}"")|SyntaxError: invalid syntax|878→ raise ValueError('Collections can only map rank 1 arrays')|705→ raise ValueError('verts must be a list of (N, 3) array-like')|708→..."
matplotlib__matplotlib-27361,localization_hint,adp,raw;no_memory,medium,Consistent with prior-context localization: the winning run reached a target gold file or directory.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-27361/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-27361/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-27361/raw,"prior_files_inspected: lib/mpl_toolkits/mplot3d/art3d.py|examples/shapes_and_collections/collections.py|lib/matplotlib/collections.py|lib/matplotlib/artist.py|lib/mpl_toolkits/mplot3d/axes3d.py || prior_files_edited: lib/mpl_toolkits/mplot3d/art3d.py|test_comprehensive.py || error_failure_assertion_lines: It fails on the last line with the following traceback:|AttributeError Traceback (most recent call last)|AttributeError: 'Poly3DCollection' object has no attribute '_facecolors2d'|No matches found|print(f""AttributeError: {e}"")|SyntaxError: invalid syntax|878→ raise ValueError('Collections can only map rank 1 arrays')|705→ raise ValueError('verts must be a list of (N, 3) array-like')|708→... || first_gold_file_read_step=4"
matplotlib__matplotlib-27361,failure_signature_transfer,adp,raw;no_memory,medium,Consistent with the run observing a failure signature that overlaps prior or target issue evidence.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-27361/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-27361/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-27361/raw,"prior_files_inspected: lib/mpl_toolkits/mplot3d/art3d.py|examples/shapes_and_collections/collections.py|lib/matplotlib/collections.py|lib/matplotlib/artist.py|lib/mpl_toolkits/mplot3d/axes3d.py || prior_files_edited: lib/mpl_toolkits/mplot3d/art3d.py|test_comprehensive.py || error_failure_assertion_lines: It fails on the last line with the following traceback:|AttributeError Traceback (most recent call last)|AttributeError: 'Poly3DCollection' object has no attribute '_facecolors2d'|No matches found|print(f""AttributeError: {e}"")|SyntaxError: invalid syntax|878→ raise ValueError('Collections can only map rank 1 arrays')|705→ raise ValueError('verts must be a list of (N, 3) array-like')|708→... || run_failures=src/py_exceptions.h|73 raise ValueError(""'x', 'y', 'z', None or vector of length 3 expected"") | 252 raise RuntimeError(f'{name} must be a sequence') | 322 except (AttributeError, T..."
matplotlib__matplotlib-27361,patch_shape_transfer,adp,raw;no_memory,medium,Consistent with prior-context patch-shape hints aligning with the successful patch location.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-27361/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-27361/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-27361/raw,"prior_files_inspected: lib/mpl_toolkits/mplot3d/art3d.py|examples/shapes_and_collections/collections.py|lib/matplotlib/collections.py|lib/matplotlib/artist.py|lib/mpl_toolkits/mplot3d/axes3d.py || prior_files_edited: lib/mpl_toolkits/mplot3d/art3d.py|test_comprehensive.py || error_failure_assertion_lines: It fails on the last line with the following traceback:|AttributeError Traceback (most recent call last)|AttributeError: 'Poly3DCollection' object has no attribute '_facecolors2d'|No matches found|print(f""AttributeError: {e}"")|SyntaxError: invalid syntax|878→ raise ValueError('Collections can only map rank 1 arrays')|705→ raise ValueError('verts must be a list of (N, 3) array-like')|708→..."
matplotlib__matplotlib-27361,procedural_order_transfer,adp,raw;no_memory,low,"Consistent with a prior search/read/edit procedure, but not enough to claim causality.",/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-27361/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-27361/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-27361/raw,"prior_files_inspected: lib/mpl_toolkits/mplot3d/art3d.py|examples/shapes_and_collections/collections.py|lib/matplotlib/collections.py|lib/matplotlib/artist.py|lib/mpl_toolkits/mplot3d/axes3d.py || prior_files_edited: lib/mpl_toolkits/mplot3d/art3d.py|test_comprehensive.py || error_failure_assertion_lines: It fails on the last line with the following traceback:|AttributeError Traceback (most recent call last)|AttributeError: 'Poly3DCollection' object has no attribute '_facecolors2d'|No matches found|print(f""AttributeError: {e}"")|SyntaxError: invalid syntax|878→ raise ValueError('Collections can only map rank 1 arrays')|705→ raise ValueError('verts must be a list of (N, 3) array-like')|708→..."
matplotlib__matplotlib-27361,same_file_transfer,memory,raw;no_memory,high,Consistent with prior context exposing the target gold file and the successful run modifying that file.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-27361/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-27361/raw|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-27361/memory,"prior_files_inspected: lib/mpl_toolkits/mplot3d/art3d.py|lib/matplotlib/collections.py|lib/mpl_toolkits/mplot3d/axes3d.py || prior_files_edited: lib/mpl_toolkits/mplot3d/art3d.py|test_comprehensive.py || error_failure_assertion_lines: It fails on the last line with the following traceback:|AttributeError Traceback (most recent call last)|AttributeError: 'Poly3DCollection' object has no attribute '_facecolors2d'|No matches found|print(f""AttributeError: {e}"")|SyntaxError: invalid syntax || grep_search_anchors: art3d.py|__pycache__|collections.py|from matplotlib.collections import PolyCollection; print(dir(PolyCollection))|\n|facecolor || patch_shape_hints: --> 636 return self._facecolors2d|..."
matplotlib__matplotlib-27361,localization_hint,memory,raw;no_memory,medium,Consistent with prior-context localization: the winning run reached a target gold file or directory.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-27361/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-27361/raw|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-27361/memory,"prior_files_inspected: lib/mpl_toolkits/mplot3d/art3d.py|lib/matplotlib/collections.py|lib/mpl_toolkits/mplot3d/axes3d.py || prior_files_edited: lib/mpl_toolkits/mplot3d/art3d.py|test_comprehensive.py || error_failure_assertion_lines: It fails on the last line with the following traceback:|AttributeError Traceback (most recent call last)|AttributeError: 'Poly3DCollection' object has no attribute '_facecolors2d'|No matches found|print(f""AttributeError: {e}"")|SyntaxError: invalid syntax || grep_search_anchors: art3d.py|__pycache__|collections.py|from matplotlib.collections import PolyCollection; print(dir(PolyCollection))|\n|facecolor || patch_shape_hints: --> 636 return self._facecolors2d|... || first_gold_file_read_step=5"
matplotlib__matplotlib-27361,failure_signature_transfer,memory,raw;no_memory,medium,Consistent with the run observing a failure signature that overlaps prior or target issue evidence.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-27361/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-27361/raw|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/matplotlib__matplotlib-27361/memory,"prior_files_inspected: lib/mpl_toolkits/mplot3d/art3d.py|lib/matplotlib/collections.py|lib/mpl_toolkits/mplot3d/axes3d.py || prior_files_edited: lib/mpl_toolkits/mplot3d/art3d.py|test_comprehensive.py || error_failure_assertion_lines: It fails on the last line with the following traceback:|AttributeError Traceback (most recent call last)|AttributeError: 'Poly3DCollection' object has no attribute '_facecolors2d'|No matches found|print(f""AttributeError: {e}"")|SyntaxError: invalid syntax || grep_search_anchors: art3d.py|__pycache__|collections.py|from matplotlib.collections import PolyCollection; print(dir(PolyCollection))|\n|facecolor || patch_shape_hints: --> 636 return self._facecolors2d|... || run_failures=Traceback (most recent call last): | AttributeError: 'PathPatch3D' object has no attribute '_path2d'|raise ValueError(""'x', 'y', 'z', None or vector of length 3 expected"") | raise ..."
